timestamp,frame_number,status,method,contour_count,person_count
2026-07-09 10:01:11.128,375,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:11.163,376,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:11.213,377,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:11.243,378,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:11.285,379,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:11.317,380,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:11.349,381,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:11.395,382,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:11.429,383,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:11.466,384,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:11.518,385,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:11.557,386,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:11.593,387,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:11.632,388,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:11.665,389,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:11.712,390,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:11.747,391,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:11.779,392,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:11.828,393,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:11.892,394,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:11.926,395,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:11.959,396,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:11.997,397,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:12.024,398,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:12.049,399,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:12.086,400,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:12.109,401,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:12.152,402,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:12.195,403,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:12.229,404,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:12.276,405,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:12.313,406,MOTION DETECTED,3-Frame Differencing,4,4
2026-07-09 10:01:12.350,407,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:12.377,408,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:12.418,409,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:12.471,410,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:12.523,411,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:12.557,412,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:12.579,413,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:12.635,414,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:12.676,415,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:12.719,416,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:12.771,417,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:12.810,418,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:12.836,419,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:12.883,420,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:12.932,421,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:12.982,422,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:13.027,423,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:13.071,424,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:13.117,425,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:13.143,426,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:13.171,427,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:13.192,428,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:13.237,429,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:13.262,430,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:13.294,431,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:13.327,432,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:13.355,433,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:13.388,434,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:13.411,435,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:13.449,436,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:13.498,437,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:13.528,438,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:13.556,439,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:13.580,440,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:13.611,441,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:13.644,442,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:13.679,443,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:13.712,444,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:13.764,445,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:13.794,446,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:13.821,447,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:13.862,448,MOTION DETECTED,3-Frame Differencing,13,13
2026-07-09 10:01:13.901,449,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:13.948,450,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:13.979,451,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:14.013,452,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:14.054,453,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:14.091,454,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:14.129,455,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:14.162,456,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:14.209,457,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:14.250,458,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:14.281,459,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:14.328,460,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:14.362,461,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:14.399,462,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:14.443,463,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:14.479,464,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:14.512,465,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:14.572,466,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:14.626,467,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:14.658,468,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:14.698,469,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:14.745,470,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:14.785,471,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:14.816,472,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:14.862,473,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:14.895,474,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:14.934,475,MOTION DETECTED,3-Frame Differencing,9,9
